l,r2,e,r1,p
"(:Location {name: 仰光市, nodeId: 2296.0})",[:OCCURS_IN],"(:Event {eventId: 2462, name: 陈毅参加亚非会议中国代表团会议（仰光市）, startDate: 1955-04-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 仰光, nodeId: 2296.0})",[:OCCURS_IN],"(:Event {eventId: 2462, name: 陈毅参加亚非会议中国代表团会议（仰光市）, startDate: 1955-04-15 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 延安市, nodeId: 1119.0})",[:OCCURS_IN],"(:Event {eventId: 2553, name: 陈毅、饶漱石被派到山东工作（延安市）, eventType: 任职, startDate: 1945-09-19 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3091, predicate: 会见, name: 陈毅参与毛泽东对各地来京人员的接见（北京市）, startDate: 1968-05-20 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3176, endDate: 1966-08-12 00:00:00, name: 陈毅出席中共中央八届十一中全会（北京市）, startDate: 1966-08-01 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 仰光市, nodeId: 2296.0})",[:OCCURS_IN],"(:Event {eventId: 2908, name: 陈毅和周恩来访问缅甸（仰光市）, eventType: 访问, startDate: 1964-02-14 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 仰光, nodeId: 2296.0})",[:OCCURS_IN],"(:Event {eventId: 2908, name: 陈毅和周恩来访问缅甸（仰光市）, eventType: 访问, startDate: 1964-02-14 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 北京市, nodeId: 348.0})",[:OCCURS_IN],"(:Event {eventId: 3031, predicate: 迎接, name: 陈毅欢迎锡兰总理班达拉奈克夫人访华（北京市）, eventType: 访问, startDate: 1962-12-31 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 日内瓦, nodeId: 1450.0})",[:OCCURS_IN],"(:Event {eventId: 3385, predicate: 会见, name: 陈毅与哈里曼握手并交谈（日内瓦）, startDate: 1961-06-25 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
"(:Location {name: 日内瓦, nodeId: 1450.0})",[:OCCURS_IN],"(:Event {eventId: 2972, name: 陈毅重申中国立场（日内瓦）, eventType: 会议, startDate: 1961-06-26 00:00:00})",[:参与],"(:Person {name: 陈毅, nodeId: agent_person/7993})"
